* fake gamma-p total cross section data, Phys.Rev.Lett. 40 (1978) 1222
&Data 
  Name = "SLAC gammaP" 
  Reaction = "NC e+-p"
  NData =   30
  NColumn =   4
  ColumnType = 1*"Bin","Sigma", 2*"Error"
  ColumnName = "W", "Sigma","stat","slac_cor"

  NInfo =  4
  CInfo =        "sqrt(S)",     "e charge",   "reduced", "e polarity"
  DataInfo =     0.1000E+03,    0.1000E+01,    0.0,      0.0000E+00,

  IndexDataset =   224
  Percent = 172*true


  TheoryType = 'expression'
  TermName = 'R'
  TermType = 'reaction'
  TermSource = 'use:hf_scheme_DISNC'
  TermInfo = ''
  TheorExpr = 'R'
&End

&PlotDesc
  PlotN = 1
  PlotDefColumn = 'W'
  PlotDefValue = 0., 1000.
  PlotVarColumn = 'W'
 PlotOptions  = 
  'Experiment:SLAC @XTitle: W @YTitle: #sigma  @Title:Q^{2} = 0.0 @Xlog'
&end
* W  s[mub] stat syst 
5.8600985657 116.91 0.5987511761 0.7
6.5981679882 115.37 0.6414145792 0.7
7.2097343086 113.74 0.9055741164 0.7
7.6148020066 114.34 0.9532971838 0.7
8.0111050923 114.84 0.9578544061 0.7
8.2761014977 112.18 1.2569085398 0.7
7.6761632083 114.19 0.4816533847 0.7
8.4333277892 113.5 0.5286343612 0.7 
9.0763583887 114.57 0.7244479358 0.7
9.5302009213 114.57 0.7593610893 0.7
9.9351001203 114.25 0.7702407002 0.7
10.2144919795 114.06 0.9994739611 0.7
9.1381731216 114.84 0.4353883664 0.7 
10.1499884532 113.11 0.4774113695 0.7
10.9846155691 114.81 0.6619632436 0.7
11.5751994194 114 0.6929824561 0.7 
12.0906069988 114.02 0.6928609016 0.7
12.4349196057 116.61 0.8747105737 0.7
11.2879288446 114.58 0.4887414907 0.7
12.5475910676 115.89 0.5263612046 0.7
13.6024717754 115.59 0.7699627996 0.7
14.3084223589 113.82 0.7819363908 0.7
14.9309553345 116.52 0.8496395469 0.7
15.3767533634 114.3 0.9886264217 0.7 
13.6231494743 115.85 0.6387570134 0.7
15.1183021269 116.37 0.7476153648 0.7
16.3238858119 115.8 1.1312607945 0.7 
17.2080981866 119.78 1.0853230923 0.7
17.9761196258 116.37 1.1514995274 0.7
18.5160629941 118.49 1.3672039835 0.7


