 !*  File produced by Maryam
 !*  Created on 20200929
!*doi: 10.17182/hepdata.62088.v1/t1
&Data 
  Name = "BABAR" 
  Reaction = "NC SIA NF4 Norm"

  TermName = 'R'
  TermSource = 'use:hf_scheme_DISNC'
  TermInfo = 'flavObs=inclNorNF4:echarge=1:epolarity=0'
  TheorExpr = 'R' 
 
  NData =    40
  NColumn =  5
  ColumnType = 3*"Bin","Sigma", "Error"
  ColumnName = "x", "Q2","y","Sigma", "stat"
  NInfo =  1
  CInfo = "sqrt(S)"
  DataInfo =     0.1054E+02
  IndexDataset =   120
  Percent = false
!*  FKObservable = "SIA_Norm_NF4"
&End 

&PlotDesc
   PlotN = 1
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 100,200
   PlotOptions(1)  = 'Experiment:BABAR@ExtraLabel:e^{+}e^{-} #rightarrow  #gamma/Z #rightarrow #pi^{#pm}X @XTitle: Z @YTitle: 1/#sigma d#sigma/dz @Title:Q^{2} = 111.0916@Ylog @Ymin:0.005@Ymax:150 '
 
&End
*z=Eh/Eb	Q2	    1/sig dsig/dz stat+	     stat-	        sys_1+	    sys_1-	     sys_2 +	sys_2 -
0.075954678	111.0916	0.1	42.30213902	0.789546296
0.084907985	111.0916	0.1	38.45156946	0.612859259
0.09396622	111.0916	0.1	34.94270267	0.552153798
0.103101729	111.0916	0.1	31.52504505	0.439728441
0.112295656	111.0916	0.1	28.25882278	0.38353177
0.121534743	111.0916	0.1	25.32879345	0.328505407
0.130809421	111.0916	0.1	22.65888722	0.274437311
0.140112624	111.0916	0.1	20.29397713	0.259027118
0.149439023	111.0916	0.1	18.21871977	0.231271951
0.158784531	111.0916	0.1	16.38347232	0.209561938
0.168145963	111.0916	0.1	14.75688718	0.188011975
0.177520798	111.0916	0.1	13.29839687	0.171308495
0.186907021	111.0916	0.1	12.02170779	0.16051816
0.201004216	111.0916	0.1	10.35681097	0.143942514
0.2198274	111.0916	0.1	8.510179792	0.122565663
0.238674681	111.0916	0.1	7.063529972	0.106587984
0.257540768	111.0916	0.1	5.859878009	0.09595561
0.276421811	111.0916	0.1	4.902713582	0.085371362
0.295314941	111.0916	0.1	4.127333425	0.074832448
0.314217978	111.0916	0.1	3.485408853	0.068959289
0.333129235	111.0916	0.1	2.955341941	0.063661949
0.352047388	111.0916	0.1	2.510407583	0.053114282
0.370971382	111.0916	0.1	2.134560123	0.047844713
0.389900366	111.0916	0.1	1.811820344	0.042587063
0.408833647	111.0916	0.1	1.552661312	0.037343447
0.427770654	111.0916	0.1	1.325328148	0.037336594
0.446710914	111.0916	0.1	1.140338226	0.032112994
0.46565403	111.0916	0.1	0.981819055	0.026915669
0.484599667	111.0916	0.1	0.849747778	0.025531251
0.50354754	111.0916	0.1	0.735662484	0.022845498
0.522497406	111.0916	0.1	0.640078849	0.020224769
0.541449056	111.0916	0.1	0.552961957	0.018132552
0.560402308	111.0916	0.1	0.480109746	0.015967866
0.593573895	111.0916	0.1	0.372435185	0.012835325
0.640968208	111.0916	0.1	0.262144247	0.009625118
0.688368585	111.0916	0.1	0.184587508	0.007551117
0.735773853	111.0916	0.1	0.129726584	0.005505631
0.783183126	111.0916	0.1	0.088059673	0.004348256
0.830595717	111.0916	0.1	0.056417864	0.002839435
0.878011088	111.0916	0.1	0.035905138	0.002099056
