 27
  1  1.0000  0.0011  0.0006  0.0001  0.0000  0.0002 -0.0001  0.0002 -0.0006  0.0004 -0.0005  0.0012  0.0008 -0.0005  0.0062 -0.0045  0.0021 -0.0035 -0.0003 -0.0020  0.0055  0.0014 -0.0016  0.0012  0.0009 -0.0055 -0.0006
  2  0.0011  1.0000 -0.0017 -0.0004 -0.0001 -0.0005  0.0002 -0.0004  0.0017 -0.0011  0.0013 -0.0030 -0.0022  0.0013 -0.0160  0.0115 -0.0054  0.0091  0.0008  0.0053 -0.0142 -0.0037  0.0041 -0.0031 -0.0024  0.0143  0.0015
  3  0.0006 -0.0017  1.0000 -0.0002 -0.0001 -0.0003  0.0001 -0.0003  0.0010 -0.0007  0.0008 -0.0018 -0.0013  0.0008 -0.0098  0.0070 -0.0033  0.0056  0.0005  0.0032 -0.0087 -0.0023  0.0025 -0.0019 -0.0014  0.0087  0.0009
  4  0.0001 -0.0004 -0.0002  1.0000 -0.0000 -0.0001  0.0000 -0.0001  0.0002 -0.0002  0.0002 -0.0004 -0.0003  0.0002 -0.0022  0.0016 -0.0007  0.0013  0.0001  0.0007 -0.0020 -0.0005  0.0006 -0.0004 -0.0003  0.0020  0.0002
  5  0.0000 -0.0001 -0.0001 -0.0000  1.0000 -0.0000  0.0000 -0.0000  0.0001 -0.0001  0.0001 -0.0001 -0.0001  0.0001 -0.0008  0.0005 -0.0003  0.0004  0.0000  0.0002 -0.0007 -0.0002  0.0002 -0.0001 -0.0001  0.0007  0.0001
  6  0.0002 -0.0005 -0.0003 -0.0001 -0.0000  1.0000  0.0000 -0.0001  0.0003 -0.0002  0.0003 -0.0006 -0.0004  0.0002 -0.0030  0.0022 -0.0010  0.0017  0.0002  0.0010 -0.0027 -0.0007  0.0008 -0.0006 -0.0004  0.0027  0.0003
  7 -0.0001  0.0002  0.0001  0.0000  0.0000  0.0000  1.0000  0.0000 -0.0001  0.0001 -0.0001  0.0002  0.0002 -0.0001  0.0012 -0.0009  0.0004 -0.0007 -0.0001 -0.0004  0.0011  0.0003 -0.0003  0.0002  0.0002 -0.0011 -0.0001
  8  0.0002 -0.0004 -0.0003 -0.0001 -0.0000 -0.0001  0.0000  1.0000  0.0003 -0.0002  0.0002 -0.0005 -0.0003  0.0002 -0.0026  0.0019 -0.0009  0.0015  0.0001  0.0008 -0.0023 -0.0006  0.0007 -0.0005 -0.0004  0.0023  0.0002
  9 -0.0006  0.0017  0.0010  0.0002  0.0001  0.0003 -0.0001  0.0003  1.0000  0.0007 -0.0008  0.0018  0.0013 -0.0008  0.0097 -0.0070  0.0032 -0.0055 -0.0005 -0.0032  0.0086  0.0022 -0.0025  0.0019  0.0014 -0.0087 -0.0009
 10  0.0004 -0.0011 -0.0007 -0.0002 -0.0001 -0.0002  0.0001 -0.0002  0.0007  1.0000  0.0005 -0.0012 -0.0009  0.0005 -0.0066  0.0047 -0.0022  0.0038  0.0003  0.0022 -0.0058 -0.0015  0.0017 -0.0013 -0.0010  0.0059  0.0006
