*
* The data are taken from:
*
*"Inclusive jet and dijet cross sections in deep inelastic scattering at HERA"
* By ZEUS Collaboration 
* Published in: Nucl.Phys.B765:1-30,2007
* e-Print: 	arXiv:hep-ex/0608048v2
*
! Data as listed in Table 8 of the original publication
! Some errors have been symmetrised in respect to publication (err = 0.5 * (errP + errM))
! [QED correction and lumi error corrected in respect to the previous version]
! 
&Data
   Name = 'ZEUS inclusive jet 98-00 data'
   Reaction  = 'FastNLO ep jets'

   NDATA = 30
   NColumn = 11

   ColumnType = 4*'Bin','Sigma',4*'Error',2*'Bin'
   ColumnName = 'q2min', 'q2max', 'etmin', 'etmax','Sigma','stat', 'uncor',
              'hfs_DESY-06-128', 'lumi_DESY-06-128', 'Z0Corr','NPCorr'

   NInfo   = 2
   DataInfo = 319.,   1., 
   CInfo    = 'sqrt(S)' , 'PublicationUnits'
   
   IndexDataset = 42

   TheoryInfoFile = 'theoryfiles/fnh4301.tab'
   TheoryType     = 'FastNLO'

   Percent   = False, False, False, True
&End
125.  250.    8.  10.    32.97  0.49    1.21    1.75    2.2   0.96 0.90
125.  250.    10. 14.    13.00  0.22    0.19    0.77    2.2   0.98 0.94  
125.  250.    14. 18.    3.71   0.11    0.15    0.26    2.2   0.97 0.94  
125.  250.    18. 25.    0.835  0.037   0.0125  0.0535  2.2   0.94 0.93 
125.  250.    25. 100.   0.0160 0.0014  0.0027  0.00105 2.2   0.97 0.86
250.  500.    8.  10.    18.40  0.38    0.74    0.64    2.2   0.94 0.92
250.  500.    10. 14.    8.74   0.19    0.3     0.34    2.2   0.96 0.95
250.  500.    14. 18.    3.30   0.11    0.15    0.16    2.2   0.96 0.97
250.  500.    18. 25.    0.889  0.042   0.041   0.0545  2.2   0.92 0.97
250.  500.    25. 100.   0.0242 0.0020  0.0005  0.00115 2.2   0.95 0.91
500.  1000.   8.  10.    8.79   0.26    0.34    0.205   2.2   0.96 0.91
500.  1000.   10. 14.    4.69   0.14    0.19    0.12    2.2   0.94 0.95
500.  1000.   14. 18.    2.239  0.093   0.137   0.0825  2.2   0.93 0.98
500.  1000.   18. 25.    0.701  0.039   0.051   0.026   2.2   0.96 0.99
500.  1000.   25. 100.   0.0335 0.0027  0.0018  0.0019  2.2   0.96 0.97
1000. 2000.   8.  10.    3.30   0.16    0.14    0.085   2.2   0.93 0.93
1000. 2000.   10. 14.    1.985  0.091   0.077   0.027   2.2   0.91 0.95
1000. 2000.   14. 18.    1.115  0.069   0.056   0.021   2.2   0.98 0.99
1000. 2000.   18. 25.    0.492  0.034   0.039   0.0135  2.2   0.93 0.99
1000. 2000.   25. 100.   0.0263 0.0026  0.0043  0.00165 2.2   1.00 1.00
2000. 5000.   8.  10.    1.292  0.095   0.12    0.0275  2.2   0.92 0.90
2000. 5000.   10. 14.    0.858  0.060   0.024   0.0065  2.2   0.90 0.93
2000. 5000.   14. 18.    0.612  0.052   0.07    0.02    2.2   1.02 1.00
2000. 5000.   18. 25.    0.242  0.024   0.028   0.0075  2.2   0.96 1.00
2000. 5000.   25. 100.   0.0185 0.0021  0.0023  0.00045 2.2   0.91 0.99
5000. 100000. 8.  10.    0.225  0.037   0.091   0.0085  2.2   0.99 0.93
5000. 100000. 10. 14.    0.267  0.037   0.0225  0.011   2.2   0.96 0.93
5000. 100000. 14. 18.    0.122  0.024   0.017   0.004   2.2   0.97 0.98
5000. 100000. 18. 25.    0.070  0.013   0.019   0.0005  2.2   0.98 0.99
5000. 100000. 25. 100.   0.0114 0.0022  0.0042  0.0002  2.2   0.99 1.00
