 !*  File produced by Hamed
 !*  Created on 20220510
!*doi: 10.17182/hepdata.49385.v1/t26
&Data 
  Name = "ALEPH_{TOT}" 
  Reaction = "NC SIA Norm"

  TermName = 'R'
  TermSource = 'use:hf_scheme_DISNC'
  TermInfo = 'flavObs=inclNor:echarge=1:epolarity=0'
  TheorExpr = 'R'

  NData =    39
  NColumn =  7
  ColumnType = 3*"Bin","Sigma", 3*"Error"
  ColumnName = "x", "Q2","y","Sigma", "stat","uncor","uncor_o"
!*  NInfo =  1
!*  CInfo = "sqrt(S)"
!*  DataInfo =     0.912E+02
  IndexDataset =   101
  Percent = false
!*  FKObservable = "SIA_Norm_XSEC"
&End 

&PlotDesc
   PlotN = 1
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 8000,9000
   PlotOptions(1)  = 'Experiment:ALEPH@ExtraLabel:e^{+}e^{-} #rightarrow  #gamma/Z #rightarrow #pi^{#pm}X @XTitle: Z @YTitle: 1/#sigma d#sigma/dz @Title:Q^{2} = 8317.44@Xlog@Ylog@Ymin:0.005@Ymax:1000@YminR:0.8@YmaxR:1.25 '
 
&End
*z=Eh/Eb	Q2	   1/sig dsig/dz  stat+	     sys_1+	     sys Overall normalization error+	
0.006085705880896	8317.44	0.1	558.704823171956	6.82617199568139	1.50407179565861	16.7611446951587
0.006505060804387	8317.44	0.1	524.258036255969	5.43977210122925	1.01995726898048	15.7277410876791
0.006932287938968	8317.44	0.1	553.357067797079	5.12677243074837	0.89161259665189	16.6007120339124
0.007393315634326	8317.44	0.1	561.584391124426	4.83366846820711	0.878848812401292	16.8475317337328
0.007841977816136	8317.44	0.1	551.436584106952	4.56181535010675	0.760302558351125	16.5430975232085
0.008313910997164	8317.44	0.1	579.177370242291	4.73236848480238	0.752876804400378	17.3753211072687
0.00877135200917	8317.44	0.1	516.677450467156	4.16159036931415	0.640244672202176	15.5003235140147
0.009232134968076	8317.44	0.1	529.655320728756	4.13379177675034	0.741962626596216	15.8896596218627
0.009714762790144	8317.44	0.1	521.141179610113	4.00391524973399	0.632197144694841	15.6342353883034
0.010190515986385	8317.44	0.1	496.840074685991	3.77426518014258	0.524203497242025	14.9052022405797
0.010937011295083	8317.44	0.1	480.082714847965	2.60405030835303	0.520810061670607	14.402481445439
0.011900345207966	8317.44	0.1	440.416253957432	2.38006904159327	0.517406313389841	13.212487618723
0.012869274108075	8317.44	0.1	433.128289381369	2.36794643588578	0.411816771458397	12.9938486814411
0.013842623164298	8317.44	0.1	390.156897334481	2.25583488603379	0.41015179746069	11.7047069200344
0.015015266100498	8317.44	0.1	368.53795979998	1.53217001025491	0.612868004101963	11.0561387939994
0.016978168807877	8317.44	0.1	329.396808009111	1.42331954078011	1.82998226671728	9.88190424027332
0.047099556431762	8317.44	0.1	104.180210354171	0.611292115390958	2.0944270838805	3.12540631062512
0.052090001114118	8317.44	0.1	90.1056846195168	0.530917319047737	1.02176540646923	2.7031705385855
0.057082118181343	8317.44	0.1	79.0737552912073	0.500720334924058	0.901296602863305	2.37221265873622
0.061975625983678	8317.44	0.1	69.4447401975431	0.350427610570071	0.720879656029859	2.08334220592629
0.066969979961687	8317.44	0.1	61.4141744491704	0.330345192636125	0.600627622974772	1.84242523347511
0.071965118050822	8317.44	0.1	55.3200566713343	0.320289816081545	0.490443780874866	1.65960170014003
0.076960887573291	8317.44	0.1	49.9495175394404	0.300237532795674	0.440348381433656	1.49848552618321
0.0819571730605	8317.44	0.1	44.3609460533818	0.290202444292369	0.38026527183138	1.33082838160145
0.087053823672879	8317.44	0.1	40.264894995364	0.270167038984798	0.340210345388264	1.20794684986092
0.094249712021145	8317.44	0.1	35.3986710329948	0.180094991123207	0.300158318538678	1.06196013098984
0.104045029751876	8317.44	0.1	29.5227771920948	0.170073606325182	0.250108244595856	0.885683315762845
0.114041081264905	8317.44	0.1	24.9189766167438	0.160057657915657	0.220079279634028	0.747569298502314
0.124037769312693	8317.44	0.1	21.0664146913331	0.140042642772395	0.180054826421651	0.631992440739994
0.134034951471878	8317.44	0.1	18.1647367069351	0.13003390814436	0.16004173310075	0.544942101208054
0.14403252485487	8317.44	0.1	15.4634919045576	0.120027104045725	0.150033880057156	0.463904757136727
0.154030413282795	8317.44	0.1	13.6426937479047	0.120023698661919	0.130025673550412	0.409280812437142
0.169027714343148	8317.44	0.1	11.0018038921575	0.07001147931373	0.110018038921575	0.330054116764726
0.189024782015663	8317.44	0.1	8.48511243714752	0.066008654037216	0.094012325446943	0.254553373114426
0.22202109858315	8317.44	0.1	5.62153421232381	0.035003326353199	0.071006747745062	0.168646026369714
0.272017220440304	8317.44	0.1	3.18120139051693	0.0260016460715	0.047002975590788	0.095436041715508
0.342013695948084	8317.44	0.1	1.56306259288554	0.013000520606214	0.028001121305691	0.046891877786566
0.47600984046138	8317.44	0.1	0.449509292620568	0.005100105433515	0.010000206732382	0.013485278778617
0.674006949679355	8317.44	0.1	0.076700790861137	0.002100021653304	0.002100021653304	0.002301023725834
